编号,贷款金额,还款期限,贷款利率,每期应还,等级,贷款日期,借款用途,未付本金,已付本金,已还利息,已还费用,债务出售收入,最近还款日期,下次还款日期,逾期天数,贷款状态,数据源
10116395,25000,36,0.1353,848.75,B,2013-12-01T00:00,debt_consolidation,0,25000,5554.78,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10154873,12000,36,0.1624,423.31,C,2013-12-01T00:00,small_business,0,12000,3216.91,0,0,2016-10-01T00:00,2016-11-01T00:00,0,COMPLETED,Lending Club
10136048,5000,36,0.205,187.1,E,2013-12-01T00:00,home_improvement,0,5000,1244.17,0,0,2015-06-01T00:00,2015-07-01T00:00,0,COMPLETED,Lending Club
10126250,16800,60,0.1757,422.69,D,2013-12-01T00:00,major_purchase,0,16800,5017.15,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
9786101,12000,36,0.1398,410.02,C,2013-12-01T00:00,medical,0,12000,1775.73,0,0,2015-04-01T00:00,2015-05-01T00:00,0,COMPLETED,Lending Club
10166295,30000,60,0.1624,733.38,C,2013-12-01T00:00,debt_consolidation,0,30000,406.25,0,0,2014-01-01T00:00,2014-02-01T00:00,0,COMPLETED,Lending Club
10166228,19200,36,0.0762,598.3,A,2013-12-01T00:00,debt_consolidation,0,19200,2328.18,0,0,2016-11-01T00:00,2016-12-01T00:00,0,COMPLETED,Lending Club
10115728,22750,60,0.258,678.46,G,2013-12-01T00:00,debt_consolidation,0,22750,6188.08,0,0,2015-07-01T00:00,2015-08-01T00:00,0,COMPLETED,Lending Club
9786659,21000,36,0.1099,687.42,B,2013-12-01T00:00,debt_consolidation,0,21000,3752.95,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10136328,18550,60,0.258,553.21,G,2013-12-01T00:00,debt_consolidation,0,18550,12608.93,0,0,2017-05-01T00:00,2017-06-01T00:00,0,COMPLETED,Lending Club
10115256,24000,60,0.1825,612.72,D,2013-12-01T00:00,other,0,8194.67,8348.41,0,1583.72,2016-04-01T00:00,2016-05-01T00:00,851,CHARGEOFF,Lending Club
10146302,16200,60,0.1699,402.53,D,2013-12-01T00:00,debt_consolidation,0,6948.24,5931.7,0,1.02,2016-09-01T00:00,2016-10-01T00:00,698,CHARGEOFF,Lending Club
10086370,15000,36,0.0967,481.69,B,2013-12-01T00:00,credit_card,0,15000,2340.72,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10176352,3000,36,0.1398,102.51,C,2013-12-01T00:00,debt_consolidation,0,3000,394.26,0,0,2015-02-01T00:00,2015-03-01T00:00,0,COMPLETED,Lending Club
10096344,10000,36,0.1285,336.22,B,2013-12-01T00:00,medical,0,10000,955.8,0,0,2015-01-01T00:00,2015-02-01T00:00,0,COMPLETED,Lending Club
10176181,35000,36,0.1561,1223.77,C,2013-12-01T00:00,debt_consolidation,0,35000,8342.47,0,0,2016-03-01T00:00,2016-04-01T00:00,0,COMPLETED,Lending Club
10176294,35000,36,0.1447,1204.23,C,2013-12-01T00:00,debt_consolidation,0,35000,5402.73,0,0,2015-04-01T00:00,2015-05-01T00:00,0,COMPLETED,Lending Club
10136322,28000,36,0.1447,963.38,C,2013-12-01T00:00,credit_card,0,28000,2981.25,0,0,2014-10-01T00:00,2014-11-01T00:00,0,COMPLETED,Lending Club
10136279,8000,36,0.1757,287.5,D,2013-12-01T00:00,credit_card,0,0,0,0,1133.56,2013-12-01T00:00,2014-01-01T00:00,1702,CHARGEOFF,Lending Club
10156259,19800,36,0.0967,635.83,B,2013-12-01T00:00,debt_consolidation,0,19800,2908.75,0,0,2016-06-01T00:00,2016-07-01T00:00,0,COMPLETED,Lending Club
10136250,20000,36,0.1353,679,B,2013-12-01T00:00,debt_consolidation,0,20000,2997.29,0,0,2015-04-01T00:00,2015-05-01T00:00,0,COMPLETED,Lending Club
10156318,17500,60,0.1699,434.83,D,2013-12-01T00:00,debt_consolidation,0,17500,6914.16,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10126312,7500,36,0.1099,245.51,B,2013-12-01T00:00,debt_consolidation,0,7500,1286.51,0,0,2016-06-01T00:00,2016-07-01T00:00,0,COMPLETED,Lending Club
10125725,20000,36,0.089,635.07,A,2013-12-01T00:00,debt_consolidation,0,20000,2263.42,0,0,2015-09-01T00:00,2015-10-01T00:00,0,COMPLETED,Lending Club
10146240,2825,36,0.1561,98.78,C,2013-12-01T00:00,debt_consolidation,0,2825,730.88,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
9787358,17625,36,0.1447,606.42,C,2013-12-01T00:00,debt_consolidation,0,17625,2223.91,0,0,2015-01-01T00:00,2015-02-01T00:00,0,COMPLETED,Lending Club
10146288,19725,60,0.205,528.1,E,2013-12-01T00:00,debt_consolidation,0,19725,4418.2,0,0,2015-03-01T00:00,2015-04-01T00:00,0,COMPLETED,Lending Club
10066240,19425,36,0.1398,663.72,C,2013-12-01T00:00,credit_card,0,19425,4468.56,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10165328,10625,36,0.2148,402.93,E,2013-12-01T00:00,other,0,7995.99,3688.08,0,0.9,2016-06-01T00:00,2016-07-01T00:00,790,CHARGEOFF,Lending Club
9914670,35000,36,0.1561,1223.77,C,2013-12-01T00:00,credit_card,0,35000,7595.24,0,0,2015-11-01T00:00,2015-12-01T00:00,0,COMPLETED,Lending Club
10076252,10000,60,0.205,267.73,E,2013-12-01T00:00,debt_consolidation,0,10000,574.77,0,0,2014-06-01T00:00,2014-07-01T00:00,0,COMPLETED,Lending Club
10076231,6000,36,0.1699,213.89,D,2013-12-01T00:00,debt_consolidation,0,6000,1419.86,0,0,2015-10-01T00:00,2015-11-01T00:00,0,COMPLETED,Lending Club
10075809,10000,36,0.079,312.91,A,2013-12-01T00:00,debt_consolidation,0,10000,611.65,0,0,2014-10-01T00:00,2014-11-01T00:00,0,COMPLETED,Lending Club
10166301,21350,60,0.1757,537.17,D,2013-12-01T00:00,debt_consolidation,0,21350,4233.54,0,0,2015-03-01T00:00,2015-04-01T00:00,0,COMPLETED,Lending Club
10096354,35000,60,0.2589,1045.64,G,2013-12-01T00:00,medical,0,14958.09,21639.31,0,2181.11,2016-12-01T00:00,2017-01-01T00:00,606,CHARGEOFF,Lending Club
10096242,9600,36,0.0967,308.28,B,2013-12-01T00:00,debt_consolidation,0,9600,1491.03,0,0,2016-11-01T00:00,2016-12-01T00:00,0,COMPLETED,Lending Club
10126335,17000,36,0.1199,564.57,B,2013-12-01T00:00,debt_consolidation,0,17000,3317.18,0,0,2016-11-01T00:00,2016-12-01T00:00,0,COMPLETED,Lending Club
10136313,7800,36,0.2148,295.8,E,2013-12-01T00:00,car,0,7800,2727.36,0,0,2016-06-01T00:00,2016-07-01T00:00,0,COMPLETED,Lending Club
9795679,6000,36,0.1561,209.79,C,2013-12-01T00:00,credit_card,0,6000,1552.38,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10166304,11000,36,0.1285,369.84,B,2013-12-01T00:00,credit_card,0,11000,1551.12,0,0,2015-04-01T00:00,2015-05-01T00:00,0,COMPLETED,Lending Club
10234574,12000,36,0.1199,398.52,B,2013-12-01T00:00,credit_card,0,12000,1387.71,0,0,2015-03-01T00:00,2015-04-01T00:00,0,COMPLETED,Lending Club
10096315,10000,36,0.1353,339.5,B,2013-12-01T00:00,debt_consolidation,0,10000,2221.91,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10126286,15000,36,0.1285,504.33,B,2013-12-01T00:00,credit_card,0,4012.3,2039.16,0,1897.74,2015-05-01T00:00,2015-06-01T00:00,1186,CHARGEOFF,Lending Club
10166230,9950,36,0.1624,351,C,2013-12-01T00:00,credit_card,0,9950,2693.01,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10176364,19000,36,0.0967,610.14,B,2013-12-01T00:00,debt_consolidation,0,19000,2793.31,0,0,2016-10-01T00:00,2016-11-01T00:00,0,COMPLETED,Lending Club
7678038,10000,60,0.205,267.73,E,2013-12-01T00:00,debt_consolidation,0,1760.55,2507.71,15,291.18,2015-06-01T00:00,2015-07-01T00:00,1156,CHARGEOFF,Lending Club
8825452,17000,36,0.1447,584.91,C,2013-12-01T00:00,credit_card,0,17000,4086.98,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
9198840,11200,60,0.1353,257.89,B,2013-12-01T00:00,other,1487.54,9712.46,4213.6,0,0,2018-07-01T00:00,2018-08-01T00:00,29,CURRENT,Lending Club
9066549,2500,36,0.1699,89.12,D,2013-12-01T00:00,other,0,2500,708.29,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
9736544,21850,60,0.1825,557.83,D,2013-12-01T00:00,debt_consolidation,0,21850,4553,0,0,2015-03-01T00:00,2015-04-01T00:00,0,COMPLETED,Lending Club
9334617,32000,60,0.1997,847.28,D,2013-12-01T00:00,debt_consolidation,0,32000,18501.36,0,0,2018-06-01T00:00,2018-07-01T00:00,0,COMPLETED,Lending Club
10176186,10000,36,0.1997,371.49,D,2013-12-01T00:00,debt_consolidation,0,10000,3373.3,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10165495,25000,36,0.0967,802.82,B,2013-12-01T00:00,major_purchase,0,25000,1279.6,0,0,2014-10-01T00:00,2014-11-01T00:00,0,COMPLETED,Lending Club
10105373,20000,36,0.0603,608.72,A,2013-12-01T00:00,debt_consolidation,0,20000,855,0,0,2014-12-01T00:00,2015-01-01T00:00,0,COMPLETED,Lending Club
10145709,23000,60,0.1447,540.8,C,2013-12-01T00:00,debt_consolidation,3111.38,19888.62,9314.58,0,0,2018-07-01T00:00,2018-08-01T00:00,29,CURRENT,Lending Club
10146204,18000,36,0.1498,623.8,C,2013-12-01T00:00,debt_consolidation,0,18000,4456.78,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10116260,16950,60,0.205,453.8,E,2013-12-01T00:00,debt_consolidation,0,16950,2588.44,0,0,2014-10-01T00:00,2014-11-01T00:00,0,COMPLETED,Lending Club
10166123,16000,36,0.0662,491.26,A,2013-12-01T00:00,debt_consolidation,0,16000,258.12,0,0,2014-04-01T00:00,2014-05-01T00:00,0,COMPLETED,Lending Club
10156211,8000,36,0.1199,265.68,B,2013-12-01T00:00,debt_consolidation,0,8000,1507.06,0,0,2016-06-01T00:00,2016-07-01T00:00,0,COMPLETED,Lending Club
10176174,35000,36,0.1285,1176.77,B,2013-12-01T00:00,credit_card,0,9577.89,3620.12,0,1.99,2014-12-01T00:00,2015-01-01T00:00,1337,CHARGEOFF,Lending Club
10116311,35000,36,0.1199,1162.34,B,2013-12-01T00:00,credit_card,0,9399.18,3386.56,0,3605.77,2014-12-01T00:00,2015-01-01T00:00,1337,CHARGEOFF,Lending Club
10156160,6000,36,0.079,187.75,A,2013-12-01T00:00,debt_consolidation,0,6000,758.66,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10135686,10000,36,0.0762,311.62,A,2013-12-01T00:00,credit_card,0,10000,1208.19,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10096241,6000,36,0.1199,199.26,B,2013-12-01T00:00,credit_card,0,6000,756.05,0,0,2016-03-01T00:00,2016-04-01T00:00,0,COMPLETED,Lending Club
10096193,13000,36,0.0762,405.1,A,2013-12-01T00:00,debt_consolidation,0,13000,1495.5,0,0,2016-05-01T00:00,2016-06-01T00:00,0,COMPLETED,Lending Club
10086229,5500,36,0.1699,196.07,D,2013-12-01T00:00,debt_consolidation,0,5500,228.57,0,0,2014-04-01T00:00,2014-05-01T00:00,0,COMPLETED,Lending Club
10166096,15000,36,0.1099,491.01,B,2013-12-01T00:00,debt_consolidation,0,15000,2676.35,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10156019,20400,36,0.079,638.33,A,2013-12-01T00:00,credit_card,0,20400,2036.29,0,0,2015-09-01T00:00,2015-10-01T00:00,0,COMPLETED,Lending Club
10166107,7000,36,0.1199,232.47,B,2013-12-01T00:00,credit_card,0,7000,819,0,0,2015-01-01T00:00,2015-02-01T00:00,0,COMPLETED,Lending Club
10116315,17500,60,0.1447,411.48,C,2013-12-01T00:00,credit_card,0,17500,1229.28,0,0,2014-07-01T00:00,2014-08-01T00:00,0,COMPLETED,Lending Club
10136163,32875,60,0.229,924.88,E,2013-12-01T00:00,home_improvement,0,32875,17864.18,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10116195,20000,36,0.1447,688.13,C,2013-12-01T00:00,debt_consolidation,0,20000,4788.56,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10116161,14000,36,0.0762,436.26,A,2013-12-01T00:00,major_purchase,0,14000,1457.34,0,0,2015-11-01T00:00,2015-12-01T00:00,0,COMPLETED,Lending Club
10146162,25975,60,0.1825,663.14,D,2013-12-01T00:00,debt_consolidation,0,25975,1933.78,0,0,2014-06-01T00:00,2014-07-01T00:00,0,COMPLETED,Lending Club
10176120,17000,36,0.1353,577.15,B,2013-12-01T00:00,debt_consolidation,0,17000,3793.75,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10126138,28000,36,0.1699,998.14,D,2013-12-01T00:00,debt_consolidation,0,28000,7962.62,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10096175,21000,36,0.0662,644.78,A,2013-12-01T00:00,credit_card,0,21000,1111.18,0,0,2014-12-01T00:00,2015-01-01T00:00,0,COMPLETED,Lending Club
10145839,12000,36,0.1199,398.52,B,2013-12-01T00:00,credit_card,0,12000,2333.3,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10116269,12800,36,0.0603,389.58,A,2013-12-01T00:00,credit_card,0,12800,1110.09,0,0,2016-02-01T00:00,2016-03-01T00:00,0,COMPLETED,Lending Club
10166175,15000,60,0.1699,372.71,D,2013-12-01T00:00,debt_consolidation,0,15000,1633.61,0,0,2014-09-01T00:00,2014-10-01T00:00,0,COMPLETED,Lending Club
10176218,14675,36,0.1099,480.38,B,2013-12-01T00:00,credit_card,0,14675,2248.87,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
10086210,4675,36,0.229,180.73,E,2013-12-01T00:00,debt_consolidation,0,91.52,89.21,0,0,2014-01-01T00:00,2014-02-01T00:00,1671,CHARGEOFF,Lending Club
10154688,15400,36,0.0967,494.54,B,2013-12-01T00:00,credit_card,0,15400,1462.12,0,0,2015-03-01T00:00,2015-04-01T00:00,0,COMPLETED,Lending Club
10126122,9000,36,0.1199,298.89,B,2013-12-01T00:00,debt_consolidation,0,9000,1759.86,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10166101,6000,36,0.089,190.52,A,2013-12-01T00:00,credit_card,0,6000,799.25,0,0,2016-04-01T00:00,2016-05-01T00:00,0,COMPLETED,Lending Club
10126166,5000,36,0.1997,185.75,D,2013-12-01T00:00,debt_consolidation,0,3781.7,1603.57,0,1.48,2016-05-01T00:00,2016-06-01T00:00,820,CHARGEOFF,Lending Club
10166149,1800,36,0.1398,61.51,C,2013-12-01T00:00,small_business,0,1800,414.02,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10096207,16000,36,0.1353,543.2,B,2013-12-01T00:00,other,0,16000,3555.06,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10106283,8400,36,0.1285,282.43,B,2013-12-01T00:00,debt_consolidation,0,8400,177.84,0,0,2014-03-01T00:00,2014-04-01T00:00,0,COMPLETED,Lending Club
10094989,15000,36,0.1285,504.33,B,2013-12-01T00:00,home_improvement,0,15000,2186.54,0,0,2015-06-01T00:00,2015-07-01T00:00,0,COMPLETED,Lending Club
10096136,20000,60,0.1922,521.24,D,2013-12-01T00:00,debt_consolidation,0,20000,10589.18,0,0,2017-11-01T00:00,2017-12-01T00:00,0,COMPLETED,Lending Club
10146215,6000,36,0.0662,184.23,A,2013-12-01T00:00,debt_consolidation,0,6000,571.16,0,0,2016-02-01T00:00,2016-03-01T00:00,0,COMPLETED,Lending Club
10165967,20000,36,0.1353,679,B,2013-12-01T00:00,credit_card,0,20000,3235.86,0,0,2015-07-01T00:00,2015-08-01T00:00,0,COMPLETED,Lending Club
10166135,8000,36,0.1624,282.21,C,2013-12-01T00:00,debt_consolidation,0,5623.47,1995.38,0,0.82,2016-03-01T00:00,2016-04-01T00:00,881,CHARGEOFF,Lending Club
10126143,27300,36,0.1498,946.1,C,2013-12-01T00:00,debt_consolidation,0,27300,6782.75,47.31000003,0,2017-02-01T00:00,2017-03-01T00:00,0,COMPLETED,Lending Club
10116227,10000,36,0.1353,339.5,B,2013-12-01T00:00,credit_card,0,10000,1972.61,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
10116277,18000,36,0.1353,611.1,B,2013-12-01T00:00,credit_card,0,5209.34,2118.06,0,3628.06,2015-01-01T00:00,2015-02-01T00:00,1306,CHARGEOFF,Lending Club
10096131,9450,36,0.1447,325.14,C,2013-12-01T00:00,debt_consolidation,0,5284.47,1868.51,0,251.32,2015-10-01T00:00,2015-11-01T00:00,1033,CHARGEOFF,Lending Club
10096160,9600,36,0.0967,308.28,B,2013-12-01T00:00,credit_card,0,9600,1498.07,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10166074,11000,60,0.1997,291.25,D,2013-12-01T00:00,vacation,0,11000,4411.5,0,0,2016-05-01T00:00,2016-06-01T00:00,0,COMPLETED,Lending Club
10116172,20000,36,0.1825,725.56,D,2013-12-01T00:00,credit_card,0,20000,5146.45,0,0,2015-10-01T00:00,2015-11-01T00:00,0,COMPLETED,Lending Club
10146110,30000,60,0.1757,754.81,D,2013-12-01T00:00,debt_consolidation,0,30000,14059.79,0,0,2017-09-01T00:00,2017-10-01T00:00,0,COMPLETED,Lending Club
10116165,10000,36,0.1099,327.34,B,2013-12-01T00:00,debt_consolidation,0,10000,929.82,0,0,2014-12-01T00:00,2015-01-01T00:00,0,COMPLETED,Lending Club
10096155,6000,36,0.079,187.75,A,2013-12-01T00:00,credit_card,0,6000,454.8,0,0,2015-02-01T00:00,2015-03-01T00:00,0,COMPLETED,Lending Club
10106019,10000,36,0.1285,336.22,B,2013-12-01T00:00,debt_consolidation,0,10000,1564.96,0,0,2015-07-01T00:00,2015-08-01T00:00,0,COMPLETED,Lending Club
10096201,15000,60,0.1757,377.41,D,2013-12-01T00:00,debt_consolidation,0,15000,4611.07,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
10095660,6850,36,0.205,256.32,E,2013-12-01T00:00,credit_card,0,6850,2377.47,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10146088,30000,60,0.1624,733.38,C,2013-12-01T00:00,debt_consolidation,0,30000,3120.53,0,0,2014-09-01T00:00,2014-10-01T00:00,0,COMPLETED,Lending Club
10096157,21000,36,0.1699,748.61,D,2013-12-01T00:00,home_improvement,0,21000,6085.41,0,0,2017-02-01T00:00,2017-03-01T00:00,0,COMPLETED,Lending Club
10095645,13750,60,0.1624,336.13,C,2013-12-01T00:00,debt_consolidation,0,13750,3893.04,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
10146135,12000,36,0.0967,385.35,B,2013-12-01T00:00,debt_consolidation,0,12000,1874.64,0,0,2017-02-01T00:00,2017-03-01T00:00,0,COMPLETED,Lending Club
10106271,14575,36,0.1353,494.82,B,2013-12-01T00:00,credit_card,0,14575,3238.45,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10106212,15000,36,0.1199,498.15,B,2013-12-01T00:00,debt_consolidation,0,15000,2050.13,0,0,2015-06-01T00:00,2015-07-01T00:00,0,COMPLETED,Lending Club
10116300,15000,60,0.1398,348.87,C,2013-12-01T00:00,debt_consolidation,0,4115.11,3210.08,0,1.08,2015-10-01T00:00,2015-11-01T00:00,1033,CHARGEOFF,Lending Club
10126118,8000,36,0.205,299.36,E,2013-12-01T00:00,debt_consolidation,0,8000,1242.52,0,0,2014-10-01T00:00,2014-11-01T00:00,0,COMPLETED,Lending Club
10126219,35000,60,0.1825,893.54,D,2013-12-01T00:00,credit_card,5293.26,29706.74,18183.18,0,0,2018-05-01T00:00,2018-06-01T00:00,90,CURRENT,Lending Club
10176193,10000,60,0.1757,251.61,D,2013-12-01T00:00,debt_consolidation,0,1880.94,2144.28,0,0.54,2015-04-01T00:00,2015-05-01T00:00,1217,CHARGEOFF,Lending Club
10144672,26000,60,0.1922,677.61,D,2013-12-01T00:00,debt_consolidation,0,4061.86,5422.66,0,4013.25,2015-03-01T00:00,2015-04-01T00:00,1247,CHARGEOFF,Lending Club
10146096,16000,60,0.1398,372.13,C,2013-12-01T00:00,debt_consolidation,0,16000,3532.87,0,0,2015-09-01T00:00,2015-10-01T00:00,0,COMPLETED,Lending Club
10176182,8000,36,0.1353,271.6,B,2013-12-01T00:00,medical,0,8000,1578.09,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
10096205,25000,60,0.1199,555.99,B,2013-12-01T00:00,credit_card,0,25000,7371.37,0,0,2017-05-01T00:00,2017-06-01T00:00,0,COMPLETED,Lending Club
10166186,16000,36,0.1922,588.28,D,2013-12-01T00:00,credit_card,0,3959.05,2511.88,0,1744.89,2014-12-01T00:00,2015-01-01T00:00,1337,CHARGEOFF,Lending Club
10126126,12000,60,0.1447,282.16,C,2013-12-01T00:00,debt_consolidation,871.41,11128.59,4508.05,0,0,2018-06-01T00:00,2018-07-01T00:00,60,CURRENT,Lending Club
10155269,35000,60,0.1498,832.29,C,2013-12-01T00:00,credit_card,4781.81,30218.19,14725.47,0,0,2018-07-01T00:00,2018-08-01T00:00,29,CURRENT,Lending Club
10145519,10000,60,0.237,285.95,F,2013-12-01T00:00,credit_card,0,460.07,969.68,0,0,2014-06-01T00:00,2014-07-01T00:00,1521,CHARGEOFF,Lending Club
10166131,24000,60,0.1624,586.7,C,2013-12-01T00:00,debt_consolidation,0,5297.66,5262.85,0,3375.65,2015-07-01T00:00,2015-08-01T00:00,1125,CHARGEOFF,Lending Club
10156244,30000,36,0.1624,1058.27,C,2013-12-01T00:00,debt_consolidation,0,30000,6190.33,0,0,2015-08-01T00:00,2015-09-01T00:00,0,COMPLETED,Lending Club
10135999,23000,36,0.1199,763.82,B,2013-12-01T00:00,debt_consolidation,0,23000,3370.97,0,0,2015-07-01T00:00,2015-08-01T00:00,0,COMPLETED,Lending Club
10116246,35000,36,0.1498,1212.95,C,2013-12-01T00:00,credit_card,0,35000,4349.85,0,0,2014-12-01T00:00,2015-01-01T00:00,0,COMPLETED,Lending Club
10136229,21600,36,0.0762,673.09,A,2013-12-01T00:00,credit_card,0,21600,1416.49,0,0,2015-03-01T00:00,2015-04-01T00:00,0,COMPLETED,Lending Club
10176203,7000,36,0.1624,246.93,C,2013-12-01T00:00,other,0,7000,1579.46,0,0,2015-11-01T00:00,2015-12-01T00:00,0,COMPLETED,Lending Club
10094955,7925,36,0.1699,282.51,D,2013-12-01T00:00,debt_consolidation,0,7925,1945.02,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
10224579,10000,36,0.089,317.54,A,2013-12-01T00:00,credit_card,0,10000,1431.12,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10156133,35000,60,0.2148,956.35,E,2013-12-01T00:00,other,0,35000,15045.92,0,0,2016-05-01T00:00,2016-06-01T00:00,0,COMPLETED,Lending Club
10156131,7800,36,0.1353,264.81,B,2013-12-01T00:00,debt_consolidation,0,7800,1733.09,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10136225,3600,36,0.1199,119.56,B,2013-12-01T00:00,debt_consolidation,0,3600,687.78,0,0,2016-08-01T00:00,2016-09-01T00:00,0,COMPLETED,Lending Club
10106230,8575,36,0.1922,315.28,D,2013-12-01T00:00,debt_consolidation,0,8575,2775.08,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10156243,24000,36,0.1285,806.93,B,2013-12-01T00:00,credit_card,0,24000,3798.13,0,0,2015-06-01T00:00,2015-07-01T00:00,0,COMPLETED,Lending Club
10116312,11200,36,0.1447,385.36,C,2013-12-01T00:00,credit_card,0,11200,2578.96,0,0,2016-07-01T00:00,2016-08-01T00:00,0,COMPLETED,Lending Club
10165365,10575,60,0.2583,315.56,G,2013-12-01T00:00,debt_consolidation,0,10575,5927.28,0,0,2016-06-01T00:00,2016-07-01T00:00,0,COMPLETED,Lending Club
10116256,8000,36,0.1922,294.14,D,2013-12-01T00:00,debt_consolidation,0,8000,1639.17,0,0,2015-04-01T00:00,2015-05-01T00:00,0,COMPLETED,Lending Club
10086234,8000,36,0.089,254.03,A,2013-12-01T00:00,credit_card,0,8000,1144.9,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10176048,24000,36,0.1099,785.62,B,2013-12-01T00:00,debt_consolidation,0,24000,4320.41,0,0,2017-02-01T00:00,2017-03-01T00:00,0,COMPLETED,Lending Club
10146108,14450,36,0.1624,509.74,C,2013-12-01T00:00,debt_consolidation,0,14450,934.68,0,0,2014-06-01T00:00,2014-07-01T00:00,0,COMPLETED,Lending Club
10126106,8400,36,0.1997,312.05,D,2013-12-01T00:00,debt_consolidation,0,8400,1263,0,0,2014-11-01T00:00,2014-12-01T00:00,0,COMPLETED,Lending Club
10126180,11700,36,0.0967,375.72,B,2013-12-01T00:00,credit_card,0,11700,951.58,0,0,2015-01-01T00:00,2015-02-01T00:00,0,COMPLETED,Lending Club
9614871,19125,60,0.1757,481.19,D,2013-12-01T00:00,debt_consolidation,0,19125,7484.53,0,0,2016-10-01T00:00,2016-11-01T00:00,0,COMPLETED,Lending Club
10076071,10000,36,0.1099,327.34,B,2013-12-01T00:00,debt_consolidation,0,10000,1784.23,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10066147,23000,36,0.0762,716.72,A,2013-12-01T00:00,credit_card,0,23000,2755.15,0,0,2016-08-01T00:00,2016-09-01T00:00,0,COMPLETED,Lending Club
8618711,19200,36,0.089,609.67,A,2013-12-01T00:00,debt_consolidation,0,19200,2712.11,0,0,2016-09-01T00:00,2016-10-01T00:00,0,COMPLETED,Lending Club
9185719,15825,36,0.1757,568.71,D,2013-12-01T00:00,other,0,15825,3767.69,0,0,2015-10-01T00:00,2015-11-01T00:00,0,COMPLETED,Lending Club
9876755,24000,60,0.1498,570.71,C,2013-12-01T00:00,car,0,5099.17,4602.9,0,3399.44,2015-06-01T00:00,2015-07-01T00:00,1156,CHARGEOFF,Lending Club
9825804,8000,36,0.1398,273.35,C,2013-12-01T00:00,debt_consolidation,0,8000,1528.91,0,0,2015-11-01T00:00,2015-12-01T00:00,0,COMPLETED,Lending Club
7644672,3000,36,0.1099,98.21,B,2013-12-01T00:00,credit_card,0,3000,130.84,0,0,2014-06-01T00:00,2014-07-01T00:00,0,COMPLETED,Lending Club
10065914,24375,36,0.1997,905.49,D,2013-12-01T00:00,debt_consolidation,0,10222.42,2315.74,0,2020.74,2014-08-01T00:00,2014-09-01T00:00,1459,CHARGEOFF,Lending Club
